77.0.42.68 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/style2.css" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
207.241.237.224 - - {timestamp} "GET /blog/tags/hope%20is%20not%20a%20strategy HTTP/1.0" 200 8877 "http://www.semicomplete.com/blog/tags/linux" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
207.241.237.224 - - {timestamp} "GET /blog/tags/loop HTTP/1.0" 200 9699 "http://www.semicomplete.com/blog/tags/linux" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
207.241.237.224 - - {timestamp} "GET /blog/tags/screen%20ninja HTTP/1.0" 200 17995 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
66.249.73.135 - - {timestamp} "GET /scripts/python/wrap.backup/ HTTP/1.1" 200 2420 "-" "DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
208.91.156.11 - - {timestamp} "GET /files/logstash/logstash-1.3.2-monolithic.jar HTTP/1.1" 404 324 "-" "Chef Client/10.18.2 (ruby-1.9.3-p327; ohai-6.16.0; x86_64-linux; +http://opscode.com)"
94.7.215.43 - - {timestamp} "GET /?flav=atom HTTP/1.1" 200 32352 "-" "Liferea/1.8.3 (Linux; en_GB.UTF-8; http://liferea.sf.net/)"
61.174.9.96 - - {timestamp} "GET /presentations/security/ HTTP/1.0" 200 38217 "http://www.semicomplete.com/presentations/security/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
46.105.14.53 - - {timestamp} "GET /blog/tags/puppet?flav=rss20 HTTP/1.1" 200 14872 "-" "UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/"
66.249.73.135 - - {timestamp} "GET /scripts/python/wrap/wrap.py HTTP/1.1" 200 256 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.241.237.104 - - {timestamp} "GET /scripts/wakeup.sh HTTP/1.0" 200 312 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
207.241.237.220 - - {timestamp} "GET /geekery/find-that-lost-screen-session.html HTTP/1.0" 404 326 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
199.30.20.7 - - {timestamp} "GET /robots.txt HTTP/1.1" 200 - "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)"
199.30.20.7 - - {timestamp} "GET /blog/geekery/101.html?commentlimit=0 HTTP/1.1" 200 9419 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)"
86.96.42.185 - - {timestamp} "GET /blog/tags/debugging HTTP/1.1" 200 24083 "-" "Mozilla/4.0 (MSIE 6.0; Windows NT 5.0)"
66.249.73.135 - - {timestamp} "GET /blog/tags/firefox?flav=rss20 HTTP/1.1" 200 16021 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.241.237.102 - - {timestamp} "GET /blog/geekery/python-packages-as-rpm.html HTTP/1.0" 200 11338 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
199.15.233.137 - - {timestamp} "GET /blog HTTP/1.0" 200 37936 "http://www.semicomplete.com/blog" "Mozilla/5.0 (Windows NT 6.2; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0"
46.105.14.53 - - {timestamp} "GET /blog/tags/puppet?flav=rss20 HTTP/1.1" 200 14872 "-" "UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/"
77.230.140.4 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "http://www.semicomplete.com/projects/xdotool/xdotool.xhtml" "Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16"
77.230.140.4 - - {timestamp} "GET /projects/xdotool/xdotool.xhtml HTTP/1.1" 200 50112 "http://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CC4QFjAA&url=http%3A%2F%2Fwww.semicomplete.com%2Fprojects%2Fxdotool%2Fxdotool.xhtml&ei=TRcBU6KzELTw0gXwj4H4BQ&usg=AFQjCNFwZFAI0RQdN_N0kFH-oj8cLsJRNQ&bvm=bv.61535280,d.d2k" "Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16"
185.5.156.107 - - {timestamp} "GET /images/googledotcom.png HTTP/1.1" 200 65748 "http://www.google.com/search?q=www.google.com&client=ms-android-sonyericsson&hl=fa&source=android-search-app&v=141400000&source=lnms&tbm=isch&sa=X&ei=VBYBU-isLojbtAaQmoGwBA&ved=0CAgQ_AUoAA" "Mozilla/5.0 (Linux; U; Android 4.0.4; fa-ir; SonyEricssonLT22i Build/6.1.1.B.1.54) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
98.227.31.237 - - {timestamp} "GET /projects/xdotool/ HTTP/1.1" 200 12292 "https://www.google.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
98.227.31.237 - - {timestamp} "GET /reset.css HTTP/1.1" 200 1015 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
98.227.31.237 - - {timestamp} "GET /style2.css HTTP/1.1" 200 4877 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
98.227.31.237 - - {timestamp} "GET /images/jordan-80.png HTTP/1.1" 200 6146 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
98.227.31.237 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
98.227.31.237 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
46.105.125.31 - - {timestamp} "HEAD /projects/xdotool/ HTTP/1.1" 200 - "-" "IrssiUrlLog/0.2"
50.16.19.13 - - {timestamp} "GET /blog/tags/puppet?flav=rss20 HTTP/1.1" 200 14872 "http://www.semicomplete.com/blog/tags/puppet?flav=rss20" "Tiny Tiny RSS/1.11 (http://tt-rss.org/)"
201.216.154.220 - - {timestamp} "GET /images/googledotcom.png HTTP/1.1" 200 65748 "http://www.google.com.gt/search?q=www.google.com&client=ms-unknown&hl=es&v=141338691&source=lnms&tbm=isch&sa=X&ei=lxABU_WJGoePkAfD04GwCg&ved=0CAgQ_AUoAA" "Mozilla/5.0 (Linux; U; Android 4.0.4; es-es; Bmobile_AX540 Build/IMM76D) AppleWebKit/534.30 (KHMTL, like Gecko) Version/4.0 Mobile Safari/534.30"
84.112.29.184 - - {timestamp} "GET /projects/xdotool/ HTTP/1.1" 200 12292 "http://codebright.wordpress.com/2010/06/27/sendkeys-in-linux/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
84.112.29.184 - - {timestamp} "GET /reset.css HTTP/1.1" 200 1015 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
84.112.29.184 - - {timestamp} "GET /images/jordan-80.png HTTP/1.1" 200 6146 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
84.112.29.184 - - {timestamp} "GET /style2.css HTTP/1.1" 200 4877 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
84.112.29.184 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/projects/xdotool/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
84.112.29.184 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
71.59.29.242 - - {timestamp} "GET /projects/xdotool/xdotool.xhtml HTTP/1.1" 200 50112 "http://www.google.com/url?q=http%3A%2F%2Fwww.semicomplete.com%2Fprojects%2Fxdotool%2Fxdotool.xhtml%23keyboard_commands&sa=D&sntz=1&usg=AFQjCNE99PSLvWBIRez711_mR6XayHJjfQ" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
71.59.29.242 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
50.90.110.61 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0"
213.112.253.123 - - {timestamp} "GET /blog/tags/smart HTTP/1.1" 200 10068 "https://www.google.se/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
213.112.253.123 - - {timestamp} "GET /reset.css HTTP/1.1" 200 1015 "http://www.semicomplete.com/blog/tags/smart" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
213.112.253.123 - - {timestamp} "GET /style2.css HTTP/1.1" 200 4877 "http://www.semicomplete.com/blog/tags/smart" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
213.112.253.123 - - {timestamp} "GET /images/jordan-80.png HTTP/1.1" 200 6146 "http://www.semicomplete.com/blog/tags/smart" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
213.112.253.123 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/blog/tags/smart" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
213.112.253.123 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
117.172.98.228 - - {timestamp} "GET /presentations/logstash-puppetconf-2012/ HTTP/1.1" 200 37269 "http://semicomplete.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0"
117.172.98.228 - - {timestamp} "GET /presentations/puppet-at-loggly/puppet-at-loggly.pdf.html HTTP/1.1" 200 24747 "http://semicomplete.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0"
207.241.237.223 - - {timestamp} "GET /blog/geekery/find-that-lost-screen-session-2.html HTTP/1.0" 200 10566 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
207.241.237.103 - - {timestamp} "GET /blog/tags/screen HTTP/1.0" 200 26645 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
157.56.229.247 - - {timestamp} "GET /robots.txt HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
209.85.238.199 - - {timestamp} "GET /blog/tags/firefox?flav=rss20 HTTP/1.1" 200 16021 "-" "Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 3 subscribers; feed-id=14171215010336145331)"
66.249.73.135 - - {timestamp} "GET /?flav=rss20 HTTP/1.1" 200 29941 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
46.105.14.53 - - {timestamp} "GET /blog/tags/puppet?flav=rss20 HTTP/1.1" 200 14872 "-" "UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/"
77.248.77.178 - - {timestamp} "GET /articles/ssh-security/ HTTP/1.1" 200 16543 "https://www.google.nl/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
77.248.77.178 - - {timestamp} "GET /reset.css HTTP/1.1" 200 1015 "http://www.semicomplete.com/articles/ssh-security/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
77.248.77.178 - - {timestamp} "GET /style2.css HTTP/1.1" 200 4877 "http://www.semicomplete.com/articles/ssh-security/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
77.248.77.178 - - {timestamp} "GET /images/jordan-80.png HTTP/1.1" 200 6146 "http://www.semicomplete.com/articles/ssh-security/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
77.248.77.178 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/articles/ssh-security/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
77.248.77.178 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
172.56.28.38 - - {timestamp} "GET /projects/xdotool/xdotool.xhtml HTTP/1.1" 200 50112 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCQQFjAA&url=http%3A%2F%2Fwww.semicomplete.com%2Fprojects%2Fxdotool%2Fxdotool.xhtml&ei=qxgBU5zHL9O50AGn2IHgAw&usg=AFQjCNFwZFAI0RQdN_N0kFH-oj8cLsJRNQ&bvm=bv.61535280,d.dmQ" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
172.56.28.38 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /blog/geekery/xsendevent-xdotool-and-ld_preload.html HTTP/1.1" 200 10049 "http://stackoverflow.com/questions/14656615/xlib-xsendevent-click-event-do-not-work-inside-of-some-windows-on-ubuntu-12-04" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /reset.css HTTP/1.1" 200 1015 "http://www.semicomplete.com/blog/geekery/xsendevent-xdotool-and-ld_preload.html" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /style2.css HTTP/1.1" 200 4877 "http://www.semicomplete.com/blog/geekery/xsendevent-xdotool-and-ld_preload.html" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /images/jordan-80.png HTTP/1.1" 200 6146 "http://www.semicomplete.com/blog/geekery/xsendevent-xdotool-and-ld_preload.html" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
94.79.44.40 - - {timestamp} "GET /images/web/2009/banner.png HTTP/1.1" 200 52315 "http://www.semicomplete.com/style2.css" "Mozilla/5.0 (X11; Linux x86_64; rv:27.0) Gecko/20100101 Firefox/27.0"
180.76.6.52 - - {timestamp} "GET /blog/geekery/sysprep-might-cause-early-balding.html?commentlimit=0 HTTP/1.1" 200 9043 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
117.78.13.17 - - {timestamp} "GET /robots.txt HTTP/1.0" 200 - "-" "nutch-1.4/Nutch-1.4"
117.78.13.17 - - {timestamp} "GET / HTTP/1.0" 200 37932 "-" "nutch-1.4/Nutch-1.4"
207.241.237.102 - - {timestamp} "GET /blog/tags/egg2rpm HTTP/1.0" 200 11338 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
74.125.176.82 - - {timestamp} "GET /?flav=rss20 HTTP/1.1" 200 29941 "-" "FeedBurner/1.0 (http://www.FeedBurner.com)"
207.241.237.225 - - {timestamp} "GET /blog/productivity/wakeup-script.html HTTP/1.0" 200 8753 "http://www.semicomplete.com/blog/tags/tools" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
5.63.5.62 - - {timestamp} "GET /images/googledotcom.png HTTP/1.1" 200 65748 "-" "Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; GT-I8552 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 GSA/3.1.24.941712.arm"
207.241.237.223 - - {timestamp} "GET /blog/tags/site HTTP/1.0" 200 28160 "http://www.semicomplete.com/blog/tags/year%20review" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
207.241.237.227 - - {timestamp} "GET /blog/tags/security HTTP/1.0" 200 52349 "http://www.semicomplete.com/blog/tags/year%20review" "Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)"
192.3.22.170 - - {timestamp} "GET / HTTP/1.0" 200 37932 "http://www.semicomplete.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0"
